verse	form	lemma	gold_pos	gold_case_num_gender	ledger_class	kosha_analyses	candidate_class	proposed_action	evidence	decision
11.26	asmatīyaiḥ	asmatīya	nominal	instr/pl/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
11.27	tvaramāṇāḥ	tvaramāna	participle	nom/pl/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
11.27	daśanāntareṣu	daśana-antara	nominal	loc/pl/n	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: daśanāntareṣu	
11.30	grasamānaḥ	grasamāna	participle	nom/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
11.30	jvaladbhiḥ	jvalant	participle	instr/pl/n	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
11.31	ugra-rūpaḥ	ugra-rūpa	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: rūpaḥ	
11.32	śrī-bhagavān	śrī-bhagavant	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: bhagavān	
11.32	loka-kṣaya-kṛt	loka-kṣaya-kṛt	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: kṛt	
11.35	vepamānaḥ	vepamāna	participle	nom/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
11.35	namas	namaḥ	nominal	acc/sg/n	DIVERGE	None.None.None	D1_kosha_null_cells	kosha: existing row has NULL case/gender — fill the cell or flag disputed=1		
11.35	kṛṣṇaṁ	kṛṣṇa	nominal	acc/sg/m	GAP		G0_sandhi_surface	none: gold form is a sandhied surface; the pausa form carries the gold cell in kosha	pausa form: kṛṣṇam	
11.37	ādi-kartre	ādi-kartṛ	nominal	abl/sg/n	DIVERGE	dat.sg.m	D3_case_mismatch	review: same number, gold case absent — gold mislabel (syncretic ending) OR kosha paradigm cell gap	suspect: gold — kosha's own paradigm of this lemma puts the form in another cell	
11.37	asat	a-sant	participle	nom/sg/n	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: asat	
11.39	namaḥ namaḥ	namaḥ	nominal	acc/sg/n	GAP		G5_gold_form_defect	gold: fix the form field in the Gita gold master (duplicated word / variant reading / ASCII h for ḥ) — not an engine gap	multi-word form field	
11.39	namaḥ namaḥ	namaḥ	nominal	acc/sg/n	GAP		G5_gold_form_defect	gold: fix the form field in the Gita gold master (duplicated word / variant reading / ASCII h for ḥ) — not an engine gap	multi-word form field	
11.41	sakhā	sakhi	nominal	nom/sg/m	GAP		G4_cell_absent	gap-fill candidate: lemma paradigm exists but this form/cell is missing — add variant	lemma rows in kosha: 24	
11.41	sakhā	sakhi	nominal	nom/sg/m	GAP		G4_cell_absent	gap-fill candidate: lemma paradigm exists but this form/cell is missing — add variant	lemma rows in kosha: 24	
11.41	ajānatā	a-jānant	participle	instr/sg/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: ajānatā	
11.42	vihāra-śayyāsana-bhojaneṣu	vihāra-śayya-āsana-bhojana	nominal	loc/pl/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: bhojaneṣu	
11.43	garīyān	garīyas	nominal	nom/sg/m	GAP		G4_cell_absent	gap-fill candidate: lemma paradigm exists but this form/cell is missing — add variant	lemma rows in kosha: 24	
11.43	tvat-samaḥ	tvat-sama	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: samaḥ	
11.43	apratima-prabhāva	apratima-prabhāva	nominal	nom/sg/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: prabhāva	
11.44	sakhā	sakhi	nominal	nom/sg/m	GAP		G4_cell_absent	gap-fill candidate: lemma paradigm exists but this form/cell is missing — add variant	lemma rows in kosha: 24	
11.44	sakhyuḥ	sakhi	nominal	gen/sg/m	GAP		G4_cell_absent	gap-fill candidate: lemma paradigm exists but this form/cell is missing — add variant	lemma rows in kosha: 24	
11.44	priyāya	priya	nominal	gen/sg/f	DIVERGE	dat.sg.m;dat.sg.n	D3_case_mismatch	review: same number, gold case absent — gold mislabel (syncretic ending) OR kosha paradigm cell gap	suspect: gold — kosha's own paradigm of this lemma puts the form in another cell	
11.47	śrī-bhagavān	śrī-bhagavant	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: bhagavān	
11.48	veda-yajñādhyayanaih	veda-yajña-adhyayana	nominal	instr/pl/n	GAP		G5_gold_form_defect	gold: fix the form field in the Gita gold master (duplicated word / variant reading / ASCII h for ḥ) — not an engine gap	ASCII h typed for visarga ḥ	
11.48	tvat-anyena	tvat-anya	nominal	instr/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: anyena	
11.48	kuru-pravīra	kuru-pravīra	nominal	voc/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: pravīra	
11.49	vyapeta-bhīḥ	vyapeta-bhī	nominal	nom/sg/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: bhīḥ	
11.50	mahātmā	mahā-ātman	nominal	nom/sg/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: mahātmā	
11.51	gataḥ	gata	participle	nom/pl/m	DIVERGE	nom.sg.m	D2_number_mismatch	review: gold number absent from kosha's analyses — gold mislabel OR missing number in paradigm	suspect: gold — kosha's own paradigm of this lemma puts the form in another cell	
11.52	śrī-bhagavān	śrī-bhagavant	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: bhagavān	
11.53	vedaiḥ	veda	nominal	instr/sg/m	DIVERGE	instr.pl.m	D2_number_mismatch	review: gold number absent from kosha's analyses — gold mislabel OR missing number in paradigm	suspect: gold — kosha's own paradigm of this lemma puts the form in another cell	
11.55	mat-karma-kṛt	mat-karma-kṛt	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: kṛt	
12.01	yoga-vittamāḥ	yoga-vittama	nominal	nom/pl/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: vittamāḥ	
12.02	śrī-bhagavān	śrī-bhagavant	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: bhagavān	
12.02	yuktatamā	yukta-tama	nominal	nom/pl/m	DIVERGE	nom.sg.f	D2_number_mismatch	review: gold number absent from kosha's analyses — gold mislabel OR missing number in paradigm	suspect: undetermined — compound lemma keyed differently in kosha (yuktatamA)	
12.05	adhikataraḥ	adhikatara	nominal	nom/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
12.05	avyaktāsakta-cetasām	avyakta-āsakta-cetas	nominal	gen/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: cetasām	
12.06	dhyāyantaḥ	dhyāyant	participle	nom/pl/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
12.07	mṛtyu-saṁsāra-sāgarāt	mṛtyu-saṁsāra-vartman	nominal	abl/sg/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: sāgarāt	
12.07	āveśita-cetasām	āveśita-cetas	nominal	gen/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: cetasām	
12.10	mat-karma-paramaḥ	mat-karma-parama	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: paramaḥ	
12.10	kurvan	kurvant	participle	nom/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
12.11	mad-yogam	mad-yoga	nominal	acc/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: yogam	
12.11	sarva-karma-phala-tyāgam	sarva-karma-phala-tyāga	nominal	acc/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: tyāgam	
12.11	yatātmavān	yata-ātmavant	nominal	nom/sg/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: yatātmavān	
12.12	karma-phala-tyāgaḥ	karma-phala-tyāga	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: tyāgaḥ	
12.14	arpita-mano-buddhiḥ	arpita-mano-buddhi	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: buddhiḥ	
12.15	harṣāmarṣa-bhayodvegaiḥ	harṣa-amarṣa-bhaya-udvega	nominal	instr/pl/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: bhayodvegaiḥ	
12.16	gata-vyathaḥ	gata-vyatha	nominal	acc/pl/m	DIVERGE	nom.sg.m	D2_number_mismatch	review: gold number absent from kosha's analyses — gold mislabel OR missing number in paradigm	suspect: gold — kosha's own paradigm of this lemma puts the form in another cell	
12.16	sarvārambha-parityāgī	sarva-ārambha-parityāgin	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: parityāgī	
12.17	śubhāśubha-parityāgī	śubha-aśubha-parityāgin	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: parityāgī	
12.18	mānāvamānayoḥ	māna-avamāna	nominal	loc/du/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: mānāvamānayoḥ	
12.18	śītoṣṇa-sukha-duḥkheṣu	śīta-uṣṇa-sukha-duḥkha	nominal	loc/pl/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: duḥkheṣu	
12.18	saṅga-vivarjitaḥ	saṅga-vivarjita	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: vivarjitaḥ	
13.01	śrī-bhagavān	śrī-bhagavant	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: bhagavān	
13.02	sarva-kṣetreṣu	sarva-kṣetra	nominal	loc/pl/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: kṣetreṣu	
13.02	kṣetra-kṣetrajñayoḥ	kṣetra-kṣetra-jña	nominal	gen/du/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: kṣetrajñayoḥ	
13.03	yad-vikāri	yad-vikārin	nominal	nom/sg/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: vikāri	
13.03	yat-prabhāvaḥ	yat-prabhāva	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: prabhāvaḥ	
13.05	daśa	daśa	nominal	nom/pl/n	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
13.05	pañca	pañca	nominal	nom/pl/n	DIVERGE	voc.sg.m;voc.sg.n	D2_number_mismatch	review: gold number absent from kosha's analyses — gold mislabel OR missing number in paradigm	suspect: gold — kosha's own paradigm of this lemma puts the form in another cell	
13.07	ātma-vinigrahaḥ	ātma-vinigraha	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: vinigrahaḥ	
13.08	janma-mṛtyu-jarā-vyādhi-duḥkha-doṣānudarśanam	janma-mṛtyu-jarā-vyādhi-duḥkha-doṣa-anudarśana	nominal	nom/sg/n	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: doṣānudarśanam	
13.09	putra-dāra-gṛhādiṣu	putra-dāra-gṛha-ādi	nominal	loc/pl/n	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: gṛhādiṣu	
13.09	iṣṭāniṣṭopapattiṣu	iṣṭa-an-iṣṭa-upapatti	nominal	loc/pl/f	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: iṣṭāniṣṭopapattiṣu	
13.10	vivikta-deśa-sevitvam	vivikta-deśa-sevitva	nominal	nom/sg/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: sevitvam	
13.11	adhy-ātma-jñāna-nityatvam	adhy-ātma-jñāna-nityatva	nominal	nom/sg/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: nityatvam	
13.11	tattva-jñānārtha-darśanam	tattva-jñāna-artha-darśana	nominal	nom/sg/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: darśanam	
13.12	anādi / anādimat	an-ādi	nominal	acc/sg/n	GAP		G5_gold_form_defect	gold: fix the form field in the Gita gold master (duplicated word / variant reading / ASCII h for ḥ) — not an engine gap	variant reading in form field	
13.12	mat-param / param	mat-para	nominal	nom/sg/n	GAP		G5_gold_form_defect	gold: fix the form field in the Gita gold master (duplicated word / variant reading / ASCII h for ḥ) — not an engine gap	variant reading in form field	
13.12	asat	a-sant	participle	nom/sg/n	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: asat	
13.13	akṣi-śiro-mukham	akṣi-śiro-mukha	nominal	nom/sg/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: mukham	
13.14	sarvendriya-guṇābhāsam	sarva-indriya-guṇa-ābhāsa	nominal	nom/sg/n	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: guṇābhāsam	
13.14	sarvendriya-vivarjitam	sarva-indriya-vivarjita	nominal	nom/sg/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: vivarjitam	
13.16	bhūta-bhartṛ	bhūta-bhartṛ	nominal	nom/sg/n	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: bhartṛ	
13.19	prakṛti-saṁbhavān	prakṛti-saṁbhava	nominal	acc/pl/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: saṁbhavān	
13.20	kārya-kāraṇa-kartṛtve	kārya-kāraṇa-kartṛtva	nominal	loc/sg/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: kartṛtve	
13.20	sukha-duḥkhānāṁ	sukha-duḥkha	nominal	gen/pl/m	GAP		G0_sandhi_surface	none: gold form is a sandhied surface; the pausa form carries the gold cell in kosha	pausa form: sukha-duḥkhānām	
13.21	sad-asad-yoni-janmasu	sad-asad-yoni-janman	nominal	loc/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: janmasu	
13.25	ajānantaḥ	a-jānant	participle	nom/pl/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: ajānantaḥ	
13.25	śruti-parāyaṇāḥ	śruti-parāyaṇa	nominal	nom/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: parāyaṇāḥ	
13.26	kṣetra-kṣetra-jña-saṁyogāt	kṣetra-kṣetra-jña-saṁyoga	nominal	abl/sg/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: saṁyogāt	
13.27	tiṣṭhantam	tiṣṭhant	participle	acc/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
13.27	vinaśyatsu	vi-naśyant	participle	loc/pl/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: vinaśyatsu	
13.27	avinaśyantam	a-vi-naśyant	participle	acc/sg/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: avinaśyantam	
13.28	paśyan	paśyant	participle	nom/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
13.30	bhūta-pṛthag-bhāvam	bhūta-pṛthag-bhāva	nominal	acc/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: bhāvam	
13.34	kṣetra-kṣetra-jñayoḥ	kṣetra-kṣetra-jña	nominal	gen/du/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: jñayoḥ	
13.34	bhūta-prakṛti-mokṣam	bhūta-prakṛti-mokṣa	nominal	acc/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: mokṣam	
14.01	śrī-bhagavān	śrī-bhagavant	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: bhagavān	
14.03	garbham	garbha	nominal	nom/sg/n	DIVERGE	acc.sg.m	D3_case_mismatch	review: same number, gold case absent — gold mislabel (syncretic ending) OR kosha paradigm cell gap	suspect: gold — kosha's own paradigm of this lemma puts the form in another cell	
14.03	saṁbhavaḥ	saṁbhava	nominal	nom/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
14.05	rajas	rajas	nominal	nom/sg/n	GAP		G0_sandhi_surface	none: gold form is a sandhied surface; the pausa form carries the gold cell in kosha	pausa form: rajaḥ	
14.05	tamas	tamas	nominal	nom/sg/n	GAP		G0_sandhi_surface	none: gold form is a sandhied surface; the pausa form carries the gold cell in kosha	pausa form: tamaḥ	
14.05	prakṛti-saṁbhavāḥ	prakṛti-saṁbhava	nominal	nom/pl/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: saṁbhavāḥ	
14.06	jñāna-saṅgena	jñāna-saṅga	nominal	instr/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: saṅgena	
14.07	tṛṣṇā-saṅga-samudbhavam	tṛṣṇā-saṅga-samudbhava	nominal	acc/sg/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: samudbhavam	
14.08	ajñāna-jam	ajñāna-ja	nominal	acc/sg/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: jam	
14.08	sarva-dehinām	sarva-dehin	nominal	gen/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: dehinām	
14.08	pramādālasya-nidrābhiḥ	pramāda-ālasya-nidrā	nominal	instr/pl/f	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: nidrābhiḥ	
14.11	sarva-dvāreṣu	sarva-dvāra	nominal	acc/pl/n	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: dvāreṣu	
14.15	mūḍha-yoniṣu	mūḍha-yoni	nominal	loc/pl/f	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: yoniṣu	
14.17	pramāda-mohau	pramāda-moha	nominal	nom/du/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: mohau	
14.18	jaghanya-guṇa-vṛtta-sthāḥ	jaghanya-guṇa-vṛtta-stha	nominal	nom/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: sthāḥ	
14.20	trīn	tri	nominal	acc/pl/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
14.20	deha-samudbhavān	deha-samudbhava	nominal	acc/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: samudbhavān	
14.20	janma-mṛtyu-jarā-duḥkhaiḥ	janma-mṛtyu-jarā-duḥkha	nominal	instr/pl/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: duḥkhaiḥ	
14.21	trīn	tri	nominal	acc/pl/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
14.21	trīn	tri	nominal	acc/pl/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
14.22	śrī-bhagavān	śrī-bhagavant	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: bhagavān	
14.22	saṁpravṛttāni	sam-pra-vṛtta	participle	acc/pl/n	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: saṁpravṛttāni	
14.24	tulya-priyāpriyaḥ	tulya-priya-apriya	nominal	nom/sg/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: priyāpriyaḥ	
14.24	tulya-nindātma-saṁstutiḥ	tulya-nindā-ātma-saṁstuti	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: saṁstutiḥ	
14.25	mānāvamānayoḥ	māna-avamāna	nominal	loc/du/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: mānāvamānayoḥ	
14.25	mitrāri-pakṣayoḥ	mitra-ari-pakṣa	nominal	loc/du/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: pakṣayoḥ	
14.25	sarvārambha-parityāgī	sarva-ārambha-parityāgin	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: parityāgī	
14.27	aikāntikasya / ekāntikasya	ekāntika	nominal	gen/sg/n	GAP		G5_gold_form_defect	gold: fix the form field in the Gita gold master (duplicated word / variant reading / ASCII h for ḥ) — not an engine gap	variant reading in form field	
15.01	śrī-bhagavān	śrī-bhagavant	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: bhagavān	
15.01	adhaḥ-śākham	adhaḥ-śākha	nominal	acc/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: śākham	
15.02	guṇa-pravṛddhāḥ	guṇa-pravṛddha	nominal	nom/pl/f	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: pravṛddhāḥ	
15.02	viṣaya-pravālāḥ	viṣaya-pravāla	nominal	nom/pl/f	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: pravālāḥ	
15.02	anusaṁtatāni	anu-saṁ-tata	participle	nom/pl/n	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: anusaṁtatāni	
15.02	karmānubandhīni	karma-anubandhi	nominal	nom/pl/n	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: karmānubandhīni	
15.03	saṁpratiṣṭhā	saṁpratiṣṭhā	nominal	nom/sg/f	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
15.03	suvirūḍha-mūlam	suvirūḍha-mūla	nominal	acc/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: mūlam	
15.03	asaṅga-śastreṇa	asaṅga-śastra	nominal	instr/sg/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: śastreṇa	
15.05	nirmāṇa-mohāḥ	nir-māṇa-moha	nominal	nom/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: mohāḥ	
15.05	jita-saṅga-doṣāḥ	jita-saṅga-doṣa	nominal	nom/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: doṣāḥ	
15.05	adhy-ātma-nityāḥ	adhi-ātma-nitya	nominal	nom/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: nityāḥ	
15.05	sukha-duḥkha-saṁjñaiḥ	sukha-duḥkha-saṁjña	nominal	nom/pl/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: saṁjñaiḥ	
15.10	utkrāmantam	utkrāmant	participle	acc/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
15.10	bhuñjānam	bhuñjāna	participle	acc/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
15.11	yatantaḥ	yatant	participle	nom/pl/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
15.11	yatantaḥ	yatant	participle	nom/pl/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
